'0',-0.2625000000000002
'1',0.0
'2',-0.2625000000000002
'3',-0.05250000000000021
batch_total_actors_reward,-433.36954763228925
total_loss,1.5632221698760986
total_loss,1.559154748916626
total_loss,1.5489318370819092
total_loss,1.5689340829849243
'0',0.0
'1',0.0
'2',0.0
'3',0.0
batch_total_actors_reward,-387.91261355571896
total_loss,1.5732440948486328
total_loss,1.5739765167236328
total_loss,1.5292731523513794
total_loss,1.598291039466858
'0',-0.21000000000000796
'1',-0.21000000000000796
'2',0.0
'3',0.0
batch_total_actors_reward,-395.64199481044346
total_loss,1.5989415645599365
total_loss,1.5147219896316528
total_loss,1.5693155527114868
total_loss,1.5335321426391602
'0',-0.20999999999999375
'1',-0.21000000000000796
'2',0.0
'3',-0.20999999999997954
batch_total_actors_reward,-356.3360738730423
total_loss,1.567504644393921
total_loss,1.5383533239364624
total_loss,1.569393515586853
total_loss,1.576195240020752
'0',0.0
'1',0.0
'2',1.4173304530542339
'3',-1.939497202332106
batch_total_actors_reward,-452.5902991766335
total_loss,1.562162160873413
total_loss,1.558112621307373
total_loss,1.5472497940063477
total_loss,1.5414631366729736
'0',-0.21000000000000796
'1',-0.052500000000009095
'2',0.0
'3',0.0
batch_total_actors_reward,-416.66858636484733
total_loss,1.554845929145813
total_loss,1.4794844388961792
total_loss,1.4877978563308716
total_loss,1.4980595111846924
'0',0.0
'1',0.0
'2',-0.20999999999997954
'3',-0.21000000000000796
batch_total_actors_reward,-468.2873596363871
total_loss,1.5555816888809204
total_loss,1.5499755144119263
total_loss,1.5395944118499756
total_loss,1.5438438653945923
'0',0.0
'1',-0.21000000000000796
'2',0.0
'3',0.0
batch_total_actors_reward,-408.7003305711231
total_loss,1.4901820421218872
total_loss,1.5479871034622192
total_loss,1.5454350709915161
total_loss,1.513202428817749
'0',-0.20999999999997954
'1',0.0
'2',-0.21000000000000796
'3',-0.20999999999997954
batch_total_actors_reward,-391.06798895199415
total_loss,1.477644681930542
total_loss,1.5194754600524902
total_loss,1.4742960929870605
total_loss,1.4921993017196655
'0',-0.20999999999997954
'1',-0.21000000000000796
'2',-0.21000000000000796
'3',-0.21000000000000796
batch_total_actors_reward,-402.92854009617224
total_loss,1.4077916145324707
total_loss,1.4587087631225586
total_loss,1.239400863647461
total_loss,1.4635288715362549
'0',-0.21000000000000796
'1',-0.20999999999997954
'2',0.0
'3',-0.21000000000000796
batch_total_actors_reward,-433.72804579588103
total_loss,1.4353612661361694
total_loss,1.384129285812378
total_loss,1.5446425676345825
total_loss,1.4076610803604126
'0',0.0
'1',-0.21000000000000796
'2',0.0
'3',0.0
batch_total_actors_reward,-429.24316566919833
total_loss,1.396948218345642
total_loss,1.4346678256988525
total_loss,1.4003413915634155
total_loss,1.5946722030639648
'0',0.0
'1',0.0
'2',-0.21000000000000796
'3',-0.4199999999999875
batch_total_actors_reward,-475.6539848984762
total_loss,1.5182923078536987
total_loss,1.396710991859436
total_loss,1.4776394367218018
total_loss,1.3869168758392334
'0',0.0
'1',0.0
'2',-0.21000000000000796
'3',-0.21000000000000796
batch_total_actors_reward,-395.95097790025716
total_loss,1.293825387954712
total_loss,1.1417210102081299
total_loss,1.36271071434021
total_loss,1.0726855993270874
'0',0.0
'1',-0.20999999999997954
'2',0.0
'3',0.0
batch_total_actors_reward,-501.9038039324669
total_loss,1.33895742893219
total_loss,1.0929025411605835
total_loss,1.0283448696136475
total_loss,1.0857365131378174
'0',-0.21000000000000796
'1',-0.21000000000000796
'2',0.0
'3',-0.20999999999997954
batch_total_actors_reward,-375.43460871286885
total_loss,1.1791235208511353
total_loss,1.0116913318634033
total_loss,1.21733558177948
total_loss,1.1920288801193237
'0',-0.20999999999997954
'1',-0.052500000000009095
'2',-0.20999999999997954
'3',0.0
batch_total_actors_reward,-438.03624816459046
total_loss,1.1995162963867188
total_loss,1.0714672803878784
total_loss,1.231286644935608
total_loss,1.2499383687973022
'0',0.0
'1',-0.21000000000000796
'2',0.0
'3',0.0
batch_total_actors_reward,-449.126279576478
total_loss,0.9489399194717407
total_loss,1.0850597620010376
total_loss,1.1097198724746704
total_loss,1.1812970638275146
'0',0.0
'1',0.0
'2',0.0
'3',-0.20999999999997954
batch_total_actors_reward,-406.0269239469043
total_loss,1.3014185428619385
total_loss,0.9479520916938782
total_loss,0.9726300239562988
total_loss,1.0555620193481445
'0',0.0
'1',0.0
'2',-0.20999999999997954
'3',-0.20999999999997954
batch_total_actors_reward,-401.29805195168296
total_loss,1.1316510438919067
total_loss,1.1941747665405273
total_loss,1.1147143840789795
total_loss,1.1401687860488892
